model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_correct,open_correct,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response,label_cause,label_notes
google-gemini-2-5-pro,hotpotqa,5a804fc45542992bc0c4a6f0,Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,Casualty,Cuffs,Hustle,0,0,"[""Which English actor is known for playing Ash Morgan?"", ""In what BBC series did {answer_1} play Ash Morgan?""]","{""answer_1"": ""Charles Venn"", ""answer_2"": ""Casualty""}","answer_1: str = qa_model(""Which English actor is known for playing Ash Morgan?"")
answer_2: str = qa_model(""In what BBC series did {answer_1} play Ash Morgan?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Charles Venn"",
  ""answer_2"": ""Casualty""
}
```",Cuffs,The two answers refer to different BBC series.,"equivalent: 0
reasoning: The two answers refer to different BBC series.",,
google-gemini-2-5-pro,hotpotqa,5a8235d25542995ce29dccda,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,The Producers,High Kick: Revenge of the Short Legged,The Producers,1,0,"[""Which South Korean singer and actress began her music career at the age of 15?"", ""What South Korean sitcom starred {answer_1}?""]","{""answer_1"": ""IU"", ""answer_2"": ""The Producers""}","answer_1: str = qa_model(""Which South Korean singer and actress began her music career at the age of 15?"")
answer_2: str = qa_model(""What South Korean sitcom starred {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""IU"",
  ""answer_2"": ""The Producers""
}
```",High Kick: Revenge of the Short Legged,The two answers refer to different sitcom titles.,"equivalent: 0
reasoning: The two answers refer to different sitcom titles.",,
google-gemini-2-5-pro,hotpotqa,5a8399055542992ef85e2324,What do Karl Marx and Christopher Hitchens have in common?,Critical,Critics of religion,journalist,0,0,"[""What is a prominent philosophical stance of Karl Marx?"", ""What was Christopher Hitchens's position regarding {answer_1}?""]","{""answer_1"": ""Historical materialism"", ""answer_2"": ""Critical""}","answer_1: str = qa_model(""What is a prominent philosophical stance of Karl Marx?"")
answer_2: str = qa_model(""What was Christopher Hitchens's position regarding {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Historical materialism"",
  ""answer_2"": ""Critical""
}
```",Critics of religion,"Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B.","equivalent: 0
reasoning: Answer A is too vague (""Critical"") and does not convey the specific commonality of being ""Critics of religion"" as stated in Answer B.",,
google-gemini-2-5-pro,hotpotqa,5a83cf395542996488c2e4e0,"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?",Pop,Classical,R&B,0,0,"[""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"", ""What is the musical genre of the song {answer_1}?""]","{""answer_1"": ""Leaving You"", ""answer_2"": ""Pop""}","answer_1: str = qa_model(""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"")
answer_2: str = qa_model(""What is the musical genre of the song {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Leaving You"",
  ""answer_2"": ""Pop""
}
```","answer:
Classical","The answers state different musical genres (Pop vs Classical), which are distinct and contradictory.","equivalent: 0
reasoning: The answers state different musical genres (Pop vs Classical), which are distinct and contradictory.",,
google-gemini-2-5-pro,hotpotqa,5a870f695542991e771816ae,Who managed the Giants and won his first and only World Series to tile during his career?,Bill Terry; Leo Durocher,Bill Terry,Leo Durocher,1,0,"[""Which managers have won a World Series with the San Francisco Giants or New York Giants?"", ""Which manager from {answer_1} won exactly one World Series in their career?""]","{""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"", ""answer_2"": ""Bill Terry; Leo Durocher""}","answer_1: str = qa_model(""Which managers have won a World Series with the San Francisco Giants or New York Giants?"")
answer_2: str = qa_model(""Which manager from {answer_1} won exactly one World Series in their career?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""John McGraw; Bill Terry; Leo Durocher; Bruce Bochy"",
  ""answer_2"": ""Bill Terry; Leo Durocher""
}
```",Bill Terry,"Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry.","equivalent: 0
reasoning: Answer A incorrectly includes Leo Durocher, who did not win his first and only World Series with the Giants (he won a previous one with the Dodgers). Answer B correctly identifies Bill Terry.",,
google-gemini-2-5-pro,hotpotqa,5a877cdd5542993e715abf72,"Which Rihanna album is the song that inspired ""I Was a Fool"" on?",A Girl like Me,Talk That Talk,"""A Girl like Me""",1,0,"[""What song inspired 'I Was a Fool'?"", ""Which Rihanna album is '{answer_1}' on?""]","{""answer_1"": ""Unfaithful"", ""answer_2"": ""A Girl like Me""}","answer_1: str = qa_model(""What song inspired 'I Was a Fool'?"")
answer_2: str = qa_model(""Which Rihanna album is '{answer_1}' on?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Unfaithful"",
  ""answer_2"": ""A Girl like Me""
}
```",Talk That Talk,"The answers provide two different, distinct album names, which are contradictory.","equivalent: 0
reasoning: The answers provide two different, distinct album names, which are contradictory.",,
google-gemini-2-5-pro,hotpotqa,5a8a698255429930ff3c0dcf,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,1981,1999,1984,0,0,"[""Which company co-developed and distributed the BlackBerry DTEK60?"", ""In what year was {answer_1} founded?""]","{""answer_1"": ""TCL Corporation"", ""answer_2"": ""1981""}","answer_1: str = qa_model(""Which company co-developed and distributed the BlackBerry DTEK60?"")
answer_2: str = qa_model(""In what year was {answer_1} founded?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""TCL Corporation"",
  ""answer_2"": ""1981""
}
```",1999,"The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years.","equivalent: 0
reasoning: The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years.",,
google-gemini-2-5-pro,hotpotqa,5a8b62cd55429949d91db588,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",Best-reviewed new PC IP of 2016 on Metacritic,Owlboy,its long development cycle,0,0,"[""What is the platform-adventure video game created by independent developer D-Pad Studio?"", ""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?""]","{""answer_1"": ""Owlboy"", ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""}","answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"")
answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Owlboy"",
  ""answer_2"": ""Best-reviewed new PC IP of 2016 on Metacritic""
}
```","answer:
Owlboy","Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question.","equivalent: 0
reasoning: Answer A describes what the game is notable for, while Answer B provides the name of the game. They address different parts of the compound question.",,
google-gemini-2-5-pro,hotpotqa,5a8baf235542996e8ac889c2,Jon Bokenkamp wrote the screen play for the film starring which two actors?,Halle Berry; Abigail Breslin,Angelina Jolie; Ethan Hawke,Angelina Jolie and Ethan Hawke,0,1,"[""Name a film for which Jon Bokenkamp wrote the screenplay."", ""Which two actors starred in '{answer_1}'?""]","{""answer_1"": ""The Call"", ""answer_2"": ""Halle Berry; Abigail Breslin""}","answer_1: str = qa_model(""Name a film for which Jon Bokenkamp wrote the screenplay."")
answer_2: str = qa_model(""Which two actors starred in '{answer_1}'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Call"",
  ""answer_2"": ""Halle Berry; Abigail Breslin""
}
```",Angelina Jolie; Ethan Hawke,"The lists of actors are completely different, indicating a contradiction in the essential facts.","equivalent: 0
reasoning: The lists of actors are completely different, indicating a contradiction in the essential facts.",,
google-gemini-2-5-pro,hotpotqa,5a8bbc135542995e66a474ea,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Are Media,Australian Consolidated Press,Bauer Media Group,0,0,"[""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"", ""Who published {answer_1}?""]","{""answer_1"": ""The Australian Women's Weekly"", ""answer_2"": ""Are Media""}","answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"")
answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Australian Women's Weekly"",
  ""answer_2"": ""Are Media""
}
```",Australian Consolidated Press,"The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities.","equivalent: 0
reasoning: The answers name two different publishing companies, Are Media and Australian Consolidated Press, which are distinct entities.",,
google-gemini-2-5-pro,hotpotqa,5a8c4ca95542996e8ac88a56,What was the first album released by the same boy band that released Ex'Act?,XOXO,Mama,XOXO,1,0,"[""Which boy band released the album 'Ex'Act'?"", ""What was the first album released by {answer_1}?""]","{""answer_1"": ""Exo"", ""answer_2"": ""XOXO""}","answer_1: str = qa_model(""Which boy band released the album 'Ex'Act'?"")
answer_2: str = qa_model(""What was the first album released by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Exo"",
  ""answer_2"": ""XOXO""
}
```",Mama,"""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album.","equivalent: 0
reasoning: ""Mama"" was EXO's debut album/EP, released in 2012. ""XOXO"" was their first studio album, released in 2013, making it not their first overall album. The answers contradict on the identity of the first album.",,
google-gemini-2-5-pro,hotpotqa,5a8c89f55542996e8ac88ad8,"What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",Double Trouble,The Life of Pablo,Georgia Clay,0,0,"[""Who is the creator of the songs 'Amazing' and 'Only You'?"", ""What is the seventh studio album by {answer_1}?""]","{""answer_1"": ""P-Square"", ""answer_2"": ""Double Trouble""}","answer_1: str = qa_model(""Who is the creator of the songs 'Amazing' and 'Only You'?"")
answer_2: str = qa_model(""What is the seventh studio album by {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""P-Square"",
  ""answer_2"": ""Double Trouble""
}
```",The Life of Pablo,"Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other.","equivalent: 0
reasoning: Answer A (""Double Trouble"") is not the seventh studio album by Kanye West (creator of ""Amazing"" and ""Only You""). Answer B (""The Life of Pablo"") is the correct seventh studio album. They contradict each other.",,
google-gemini-2-5-pro,hotpotqa,5a8cac72554299240d9c21d0,"The news program ""International Desk"" is broadcast from a building adjacent to what park?",Midron Yaffo Park,HaPisga Garden,Centennial Olympic Park,0,0,"[""From which building is the news program 'International Desk' broadcast?"", ""What park is adjacent to {answer_1}?""]","{""answer_1"": ""Jaffa Port"", ""answer_2"": ""Midron Yaffo Park""}","answer_1: str = qa_model(""From which building is the news program 'International Desk' broadcast?"")
answer_2: str = qa_model(""What park is adjacent to {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Jaffa Port"",
  ""answer_2"": ""Midron Yaffo Park""
}
```",HaPisga Garden,"The two answers provide different names for the park, indicating a contradiction.","equivalent: 0
reasoning: The two answers provide different names for the park, indicating a contradiction.",,
google-gemini-2-5-pro,hotpotqa,5a8e506d5542990e94052ac8,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",Carl Linnaeus,Thomas Say,Panzer,0,0,"[""Which member of the Council of Europe has the smallest population?"", ""What species of beetle cannot be found in {answer_1}?"", ""Who originally described the {answer_2} in 1809?""]","{""answer_1"": ""San Marino"", ""answer_2"": ""Brachinus crepitans"", ""answer_3"": ""Carl Linnaeus""}","answer_1: str = qa_model(""Which member of the Council of Europe has the smallest population?"")
answer_2: str = qa_model(""What species of beetle cannot be found in {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""Who originally described the {answer_2} in 1809?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""San Marino"",
  ""answer_2"": ""Brachinus crepitans"",
  ""answer_3"": ""Carl Linnaeus""
}
```",Thomas Say,"The answers provide different names for the person who described the species, leading to a contradiction.","equivalent: 0
reasoning: The answers provide different names for the person who described the species, leading to a contradiction.",,
