model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
gpt-5-1,hotpotqa,5ae546be5542990ba0bbb251,Which Lightweight division mixed martial artist founded the American Combat Association?,Light heavyweight,Joe Stevenson,Kamal Shalorus,"[""Who founded the American Combat Association?"", ""In which weight division does the mixed martial artist {answer_1} compete?""]","{""answer_1"": ""Ken Shamrock"", ""answer_2"": ""Light heavyweight""}","answer_1: str = qa_model(""Who founded the American Combat Association?"")
answer_2: str = qa_model(""In which weight division does the mixed martial artist {answer_1} compete?"", answer_1=answer_1)","{
  ""answer_1"": ""Ken Shamrock"",
  ""answer_2"": ""Light heavyweight""
}","answer:
Joe Stevenson","Answer A provides a weight class, not a person's name, and it's a different weight class than specified in the question. Answer B provides the correct person's name.","equivalent: 0
reasoning: Answer A provides a weight class, not a person's name, and it's a different weight class than specified in the question. Answer B provides the correct person's name."
gpt-5-1,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Ulster County,Greene County,Ulster County,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Woodstock"", ""answer_2"": ""Ulster County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","{
  ""answer_1"": ""Woodstock"",
  ""answer_2"": ""Ulster County""
}",Greene County,"The answers provide different counties (Ulster vs. Greene), which is a direct contradiction to the question's core fact.","equivalent: 0
reasoning: The answers provide different counties (Ulster vs. Greene), which is a direct contradiction to the question's core fact."
gpt-5-1,hotpotqa,5a72d98f5542992359bc31ac,Torrens Bridge railway station was located east of a park named after who?,Thomas Elder,John Langdon Bonython,Sir John Langdon Bonython,"[""What is the name of the park located east of Torrens Bridge railway station?"", ""Who was {answer_1} named after?""]","{""answer_1"": ""Elder Park"", ""answer_2"": ""Thomas Elder""}","answer_1: str = qa_model(""What is the name of the park located east of Torrens Bridge railway station?"")
answer_2: str = qa_model(""Who was {answer_1} named after?"", answer_1=answer_1)","{
  ""answer_1"": ""Elder Park"",
  ""answer_2"": ""Thomas Elder""
}","answer:
John Langdon Bonython","The answers provide different names for the person the park was named after, creating a direct contradiction.","equivalent: 0
reasoning: The answers provide different names for the person the park was named after, creating a direct contradiction."
gpt-5-1,hotpotqa,5a7413315542993a88ae2efb,"What town does the Mount Agamenticus region covers has the summer resort's name means ""beautiful place by the sea""?",Wells,Ogunquit,Ogunquit,"[""What is the name of a summer resort whose name means 'beautiful place by the sea'?"", ""What town in the Mount Agamenticus region is home to {answer_1}?""]","{""answer_1"": ""Ogunquit"", ""answer_2"": ""Wells""}","answer_1: str = qa_model(""What is the name of a summer resort whose name means 'beautiful place by the sea'?"")
answer_2: str = qa_model(""What town in the Mount Agamenticus region is home to {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Ogunquit"",
  ""answer_2"": ""Wells""
}","answer:
Ogunquit","The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not.","equivalent: 0
reasoning: The answers refer to different towns. Ogunquit means ""beautiful place by the sea"" in Abenaki, while Wells does not."
gpt-5-1,hotpotqa,5a7a61d355429941d65f25fd,Who directed the movie that Jack Covin played Dr. Ardmore in?,Brian De Palma,Tom Holland,Tom Holland,"[""What movie did Jack Covin play Dr. Ardmore in?"", ""Who directed '{answer_1}'?""]","{""answer_1"": ""Carrie"", ""answer_2"": ""Brian De Palma""}","answer_1: str = qa_model(""What movie did Jack Covin play Dr. Ardmore in?"")
answer_2: str = qa_model(""Who directed '{answer_1}'?"", answer_1=answer_1)","{
  ""answer_1"": ""Carrie"",
  ""answer_2"": ""Brian De Palma""
}","answer:
Tom Holland","The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact.","equivalent: 0
reasoning: The director of ""Dressed to Kill"", the movie in which Jack Covin played Dr. Ardmore, is Brian De Palma. Answer B contradicts this fact."
gpt-5-1,hotpotqa,5a8399055542992ef85e2324,What do Karl Marx and Christopher Hitchens have in common?,"He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices",Both were prominent atheist critics of religion,journalist,"[""What is a prominent philosophical stance of Karl Marx?"", ""What was Christopher Hitchens's position regarding {answer_1}?""]","{""answer_1"": ""historical materialism"", ""answer_2"": ""He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices""}","answer_1: str = qa_model(""What is a prominent philosophical stance of Karl Marx?"")
answer_2: str = qa_model(""What was Christopher Hitchens's position regarding {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""historical materialism"",
  ""answer_2"": ""He generally accepted and defended historical materialism as a valuable framework for understanding history and society, though he was critical of some Marxist doctrines and practices""
}","answer:
Both were prominent atheist critics of religion","Answer A describes Christopher Hitchens' intellectual stance on Karl Marx's historical materialism, while Answer B states a shared characteristic of both individuals (being atheist critics of religion). These are distinct facts and not equivalent.","equivalent: 0
reasoning: Answer A describes Christopher Hitchens' intellectual stance on Karl Marx's historical materialism, while Answer B states a shared characteristic of both individuals (being atheist critics of religion). These are distinct facts and not equivalent."
gpt-5-1,hotpotqa,5a8b62cd55429949d91db588,"What is the platform-adventure video game created by independent developer D-Pad Studio, and included in 2016 new intellectual properties releases notable for?",being one of the highest-rated new intellectual property releases of 2016,Owlboy,its long development cycle,"[""What is the platform-adventure video game created by independent developer D-Pad Studio?"", ""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?""]","{""answer_1"": ""Owlboy"", ""answer_2"": ""being one of the highest-rated new intellectual property releases of 2016""}","answer_1: str = qa_model(""What is the platform-adventure video game created by independent developer D-Pad Studio?"")
answer_2: str = qa_model(""What is '{answer_1}' notable for, specifically regarding 2016 new intellectual property releases?"", answer_1=answer_1)","{
  ""answer_1"": ""Owlboy"",
  ""answer_2"": ""being one of the highest-rated new intellectual property releases of 2016""
}","answer:
Owlboy","Answer A describes what the game is notable for, while Answer B provides the name of the game. These are different facts.","equivalent: 0
reasoning: Answer A describes what the game is notable for, while Answer B provides the name of the game. These are different facts."
gpt-5-1,hotpotqa,5a8bbc135542995e66a474ea,"""No Foe Shall Gather Our Harvest"" is a poem first published in a monthly women's magazine published by who?",Australian Consolidated Press,Bauer Media Group,Bauer Media Group,"[""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"", ""Who published {answer_1}?""]","{""answer_1"": ""The Australian Women's Weekly"", ""answer_2"": ""Australian Consolidated Press""}","answer_1: str = qa_model(""What monthly women's magazine first published the poem 'No Foe Shall Gather Our Harvest'?"")
answer_2: str = qa_model(""Who published {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""The Australian Women's Weekly"",
  ""answer_2"": ""Australian Consolidated Press""
}","answer:
Bauer Media Group","These are two distinct publishing companies. Bauer Media Group acquired Australian Consolidated Press in 2012, but they are not the same entity.","equivalent: 0
reasoning: These are two distinct publishing companies. Bauer Media Group acquired Australian Consolidated Press in 2012, but they are not the same entity."
gpt-5-1,hotpotqa,5a8c89f55542996e8ac88ad8,"What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",7,The Love Album,Georgia Clay,"[""Who is the creator of the songs 'Amazing' and 'Only You'?"", ""What is the seventh studio album by {answer_1}?""]","{""answer_1"": ""Enrique Iglesias"", ""answer_2"": ""7""}","answer_1: str = qa_model(""Who is the creator of the songs 'Amazing' and 'Only You'?"")
answer_2: str = qa_model(""What is the seventh studio album by {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Enrique Iglesias"",
  ""answer_2"": ""7""
}",The Love Album,"The album names ""7"" and ""The Love Album"" are distinct and not equivalent.","equivalent: 0
reasoning: The album names ""7"" and ""The Love Album"" are distinct and not equivalent."
gpt-5-1,hotpotqa,5a90aeda5542990a98493699,The Riverport Railroad operates a former army depot track that was opened in what year?,1917,1918,1917,"[""What former army depot track does the Riverport Railroad operate?"", ""When was {answer_1} opened?""]","{""answer_1"": ""Savanna Army Depot"", ""answer_2"": ""1917""}","answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"")
answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)","{
  ""answer_1"": ""Savanna Army Depot"",
  ""answer_2"": ""1917""
}","answer:
1918",Years must match exactly; 1917 is not 1918.,"equivalent: 0
reasoning: Years must match exactly; 1917 is not 1918."
gpt-5-1,hotpotqa,5abc6fde55429959677d6ab7,Jake Roberts is an English film editor best known for his works on a British drama film based on what 2010 play?,Posh,Starred Up,Posh,"[""What British drama film edited by Jake Roberts is based on a 2010 play?"", ""What 2010 play is '{answer_1}' based on?""]","{""answer_1"": ""The Riot Club"", ""answer_2"": ""Posh""}","answer_1: str = qa_model(""What British drama film edited by Jake Roberts is based on a 2010 play?"")
answer_2: str = qa_model(""What 2010 play is '{answer_1}' based on?"", answer_1=answer_1)","{
  ""answer_1"": ""The Riot Club"",
  ""answer_2"": ""Posh""
}","answer:
Starred Up","The answers provide different play titles, ""Posh"" and ""Starred Up"", which are contradictory.","equivalent: 0
reasoning: The answers provide different play titles, ""Posh"" and ""Starred Up"", which are contradictory."
gpt-5-1,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,None,Lake Constance,Lake Geneva,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Vienna"", ""answer_2"": ""None""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Vienna"",
  ""answer_2"": ""None""
}","answer:
Lake Constance","Answer A states ""None"", while Answer B provides a specific lake, ""Lake Constance"", which is a direct contradiction.","equivalent: 0
reasoning: Answer A states ""None"", while Answer B provides a specific lake, ""Lake Constance"", which is a direct contradiction."
gpt-5-1,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?","Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights","Lie face down on the ground, remain still, and avoid eye contact with the procession",lie face down,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""Manoa Falls Trail"", ""answer_2"": ""Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","{
  ""answer_1"": ""Manoa Falls Trail"",
  ""answer_2"": ""Refrain from going on the trail or to the falls at those times; stay out of the stream and forest, keep lights and noise off, and leave the area undisturbed so the akua have the place to themselves from sunset through just before sunrise on those kapu nights""
}","answer:
Lie face down on the ground, remain still, and avoid eye contact with the procession","Answer A suggests refraining from going on the trail at all during those times, while Answer B describes actions to take if one is present on the trail, which contradicts Answer A's advice to avoid the area.","equivalent: 0
reasoning: Answer A suggests refraining from going on the trail at all during those times, while Answer B describes actions to take if one is present on the trail, which contradicts Answer A's advice to avoid the area."
